spread_id,spread_name,normalized_name,card_count,keywords,description,positions
36,CAREER BOTTOM LINE (5 CARDS),career bottom line (5 cards),5,"specific guidance, professional development, employment, conclusion, job search, focused reading, job, work environment, ending, result, fortune telling, career path, business decision, vocation, work",This reading is a great bargain for a quick reading about work-related or vocational issues.,"[{'position_num': 1, 'position_name': 'Self', 'position_meaning': 'Your role, attitude, and feelings about your work in general.'}, {'position_num': 2, 'position_name': 'Situation', 'position_meaning': ""The current work context, environment, or specific issue you're facing.""}, {'position_num': 3, 'position_name': 'Advice', 'position_meaning': 'Suggestions and insights to help you improve your career or work situation.'}, {'position_num': 4, 'position_name': 'Challenges/Opportunities', 'position_meaning': 'How to transform obstacles into opportunities through creativity and skill.'}, {'position_num': 5, 'position_name': 'Long-Term', 'position_meaning': 'The likely long-term outcome of your current work situation (potential, adjustments).'}]"
37,BETWEEN-TWO-OPTIONS SPREAD (9 CARDS),between-two-options (9 cards),9,"comprehensive reading, fortune telling, divination, in-depth guidance, detailed analysis, complex spread, prediction, guidance, insight, clarity",,"[{'position_num': 1, 'position_name': 'First Option', 'position_meaning': 'The nature of the first option; what the querent feels about it.'}, {'position_num': 2, 'position_name': 'Second Option', 'position_meaning': 'The nature of the second option; what the querent feels about it.'}, {'position_num': 3, 'position_name': 'First Option - Drawbacks', 'position_meaning': 'Negative aspects or consequences of the first option.'}, {'position_num': 4, 'position_name': 'Second Option - Drawbacks', 'position_meaning': 'Negative aspects or consequences of the second option.'}, {'position_num': 5, 'position_name': 'First Option - Rewards', 'position_meaning': 'Positive aspects or rewards of the first option.'}, {'position_num': 6, 'position_name': 'Second Option - Rewards', 'position_meaning': 'Positive aspects or rewards of the second option.'}, {'position_num': 7, 'position_name': 'Advice Card 1', 'position_meaning': 'Part 1 of three-card advice.'}, {'position_num': 8, 'position_name': 'Advice Card 2', 'position_meaning': 'Part 2 of three-card advice.'}, {'position_num': 9, 'position_name': 'Advice Card 3', 'position_meaning': 'Part 3 of three-card advice.'}]"
38,ASTARTE'S SPREAD (6 CARDS),astarte's (6 cards),6,"specific guidance, ending, result, fortune telling, divination, focused reading, moderate spread, detailed insight, prediction, conclusion",,"[{'position_num': 1, 'position_name': 'The Present', 'position_meaning': 'Describes the present situation as it relates to the question.'}, {'position_num': 2, 'position_name': 'The Past', 'position_meaning': 'Explains how the past relates to the current question.'}, {'position_num': 3, 'position_name': 'The Future', 'position_meaning': 'Predicts the outcome if no changes are made.'}, {'position_num': 4, 'position_name': 'Below (Hidden Influence)', 'position_meaning': 'What is working against the querent or what they are not seeing.'}, {'position_num': 5, 'position_name': 'Above (Advantage)', 'position_meaning': 'What is working for the querent and is to their advantage.'}, {'position_num': 6, 'position_name': 'Helpers', 'position_meaning': 'People, energies, or circumstances that can help the querent.'}]"
39,ADVICE FOR SITUATION SPREAD (9 CARDS),advice for situation (9 cards),9,"ending, comprehensive reading, result, fortune telling, divination, in-depth guidance, detailed analysis, complex spread, prediction, conclusion",,"[{'position_num': 1, 'position_name': 'How you see the other person', 'position_meaning': 'Your perspective on them.'}, {'position_num': 2, 'position_name': 'How the other person sees you', 'position_meaning': 'Their perspective on you.'}, {'position_num': 3, 'position_name': 'What you need', 'position_meaning': 'What you emotionally or practically need from this relationship.'}, {'position_num': 4, 'position_name': 'What the other person needs', 'position_meaning': 'What they need emotionally or practically.'}, {'position_num': 5, 'position_name': 'Where the relationship is now', 'position_meaning': 'Current state of the relationship.'}, {'position_num': 6, 'position_name': 'Where you would like the relationship to go', 'position_meaning': 'Your desired outcome or goal.'}, {'position_num': 7, 'position_name': 'Where the other person would like the relationship to go', 'position_meaning': 'Their desired outcome or goal.'}, {'position_num': 8, 'position_name': 'Factors to be considered', 'position_meaning': 'External or internal influences affecting the relationship.'}, {'position_num': 9, 'position_name': 'The end result', 'position_meaning': 'The likely final outcome if things continue as they are.'}]"
40,6 CARD C-A-R-E-E-R SPREAD (6 CARDS),6 card c-a-r-e-e-r (6 cards),6,"specific guidance, fortune telling, work, divination, focused reading, job, profession, moderate spread, detailed insight, prediction",,"[{'position_num': 1, 'position_name': 'Creative expression', 'position_meaning': 'What you bring to this job/career creatively and uniquely.'}, {'position_num': 2, 'position_name': 'Action', 'position_meaning': 'How your actions help you reach your goals.'}, {'position_num': 3, 'position_name': 'Responsibility', 'position_meaning': 'Responsibilities you need to be aware of or manage.'}, {'position_num': 4, 'position_name': 'Energy', 'position_meaning': 'The driving forces or motivations that brought you to this career.'}, {'position_num': 5, 'position_name': 'Earnings', 'position_meaning': 'What this career/job provides to you materially or emotionally.'}, {'position_num': 6, 'position_name': 'Relationships', 'position_meaning': 'Influence of coworkers, workplace relationships, and new interpersonal dynamics.'}]"
41,3-CARD DAILY (3 CARDS),3-card daily (3 cards),3,"essential guidance, fortune telling, divination, simple spread, prediction, quick reading, basic insight, guidance, insight, clarity",,"[{'position_num': 1, 'position_name': 'Inside (Mindset)', 'position_meaning': 'What is on your mind today: mood, desires, and inner focus.'}, {'position_num': 2, 'position_name': 'Outside (Action & Interaction)', 'position_meaning': 'Your attitude and approach to external events, people, and tasks you face today.'}, {'position_num': 3, 'position_name': 'Advice', 'position_meaning': 'Guidance on how to harmonize your inner state and external actions; advice for navigating the day.'}]"
42,2 PERSON BURNING QUESTION (7 CARDS),2 person burning question (7 cards),7,"specific guidance, romance, ending, result, fortune telling, divination, focused reading, relationship, moderate spread, attraction, detailed insight, prediction, conclusion","Tarot for two! The Burning Question reading is designed to help couples sort out hot issues that can be challenging or puzzling in a relationship. Pick your cards together or have one person pick for both people. Either way, your burning question will be answered!","[{'position_num': 1, 'position_name': 'Love Situation', 'position_meaning': 'The current situation between the two people.'}, {'position_num': 2, 'position_name': 'Challenges and Opportunities', 'position_meaning': 'How the two of you can turn obstacles into growth opportunities.'}, {'position_num': 3, 'position_name': 'First Person’s Issues', 'position_meaning': 'The personal blocks or self-undermining tendencies of the First Person.'}, {'position_num': 4, 'position_name': 'Second Person’s Issues', 'position_meaning': 'The personal blocks or self-undermining tendencies of the Second Person.'}, {'position_num': 5, 'position_name': 'Advice for First Person', 'position_meaning': 'Guidance for First Person on how to harmonize desires with reality.'}, {'position_num': 6, 'position_name': 'Advice for Second Person', 'position_meaning': 'Guidance for Second Person on how to harmonize desires with reality.'}, {'position_num': 7, 'position_name': 'Possible Outcome', 'position_meaning': 'The potential result or future direction of the relationship if advice is followed.'}]"
43,CONSEQUENCES SPREAD (6 CARDS),consequences (6 cards),6,"specific guidance, ending, result, fortune telling, divination, focused reading, moderate spread, detailed insight, prediction, conclusion",This spread should be used when you feel that you are being treated unjustly by your partner.,"[{'position_num': 1, 'position_name': 'The Problem', 'position_meaning': 'The problem at hand.'}, {'position_num': 2, 'position_name': 'Why You Feel Unjustly Treated', 'position_meaning': 'Why you feel that you are being treated unfairly.'}, {'position_num': 3, 'position_name': 'Deeper Cause', 'position_meaning': 'The deeper reason behind the issue.'}, {'position_num': 4, 'position_name': ""Partner's Perspective"", 'position_meaning': 'Whether or not your partner may actually be right.'}, {'position_num': 5, 'position_name': 'Change of Attitude', 'position_meaning': 'How you can or should change your attitude.'}, {'position_num': 6, 'position_name': 'Partnership Outcome', 'position_meaning': 'How this issue will change or influence your partnership.'}]"
44,DECISION SPREAD (7 CARDS),decision (7 cards),7,"decision making, specific guidance, complication, choices options, difficulty, challenge, choice, judgment, focused reading, pros cons, fortune telling, issue, alternatives, obstacle, consequences",This spread should be used to aid in your decision making and give you more insight into the problem.,"[{'position_num': 1, 'position_name': 'Current Situation', 'position_meaning': 'Represents the current situation.'}, {'position_num': 2, 'position_name': 'Reason', 'position_meaning': 'The reason the situation came about.'}, {'position_num': 3, 'position_name': 'If You Change', 'position_meaning': 'What can happen if you change something (improve or worsen).'}, {'position_num': 4, 'position_name': 'If You Do Nothing', 'position_meaning': 'What can happen if you change nothing and leave things as they are.'}, {'position_num': 5, 'position_name': 'Aids or Warnings', 'position_meaning': 'Aids or warnings concerning actions or attitudes.'}, {'position_num': 6, 'position_name': 'Task', 'position_meaning': 'Obstacles or advancement you have to overcome.'}, {'position_num': 7, 'position_name': 'Advice', 'position_meaning': 'Guidance on which path to follow.'}]"
45,DESTINY SPREAD (8 CARDS),destiny (8 cards),8,"romance, comprehensive reading, fortune telling, divination, in-depth guidance, detailed analysis, prosperity, complex spread, prediction, relationship, attraction, wealth, finances",This spread is great for determining what lies ahead in your destiny.,"[{'position_num': 1, 'position_name': 'Life Change', 'position_meaning': 'Indicates if your life will change soon.'}, {'position_num': 2, 'position_name': 'New Relationship', 'position_meaning': 'Predicts if a new relationship will be exciting and passionate.'}, {'position_num': 3, 'position_name': 'Ex-Lover Return', 'position_meaning': 'Shows the chance for your ex-lovers return.'}, {'position_num': 4, 'position_name': 'Money Potential', 'position_meaning': 'Shows your potential to win or inherit money.'}, {'position_num': 5, 'position_name': 'Travel', 'position_meaning': 'Indicates if a trip is in your future.'}, {'position_num': 6, 'position_name': 'Karma', 'position_meaning': 'Indicates if you are working out your karma.'}, {'position_num': 7, 'position_name': 'Longevity', 'position_meaning': 'Indicates if you will have a long and happy life.'}, {'position_num': 8, 'position_name': 'Marriage', 'position_meaning': 'Indicates if you will marry more than once.'}]"
46,LAWSUIT SPREAD (10 CARDS),lawsuit (10 cards),10,"ending, comprehensive reading, result, fortune telling, divination, in-depth guidance, detailed analysis, complex spread, prediction, conclusion",This spread is wonderful for asking question concerning law issues or judgement cases.,"[{'position_num': 1, 'position_name': 'Concern', 'position_meaning': 'What your concern is regarding your case.'}, {'position_num': 2, 'position_name': 'Conflict', 'position_meaning': 'What the conflict is that is creating your insecurity.'}, {'position_num': 3, 'position_name': 'Fear of Opposition', 'position_meaning': 'Whether there is a fear of the opposition.'}, {'position_num': 4, 'position_name': 'Motives', 'position_meaning': 'Whether your motives are honest.'}, {'position_num': 5, 'position_name': 'Desired Changes', 'position_meaning': 'What changes you would like to make now.'}, {'position_num': 6, 'position_name': 'Lawyer', 'position_meaning': 'Whether your lawyer is dependable and responsible.'}, {'position_num': 7, 'position_name': 'Visualization', 'position_meaning': 'Whether you visualize winning the case.'}, {'position_num': 8, 'position_name': 'Financial Rewards', 'position_meaning': 'Whether there will be financial rewards.'}, {'position_num': 9, 'position_name': 'Settlement Time', 'position_meaning': 'How long before the case is settled.'}, {'position_num': 10, 'position_name': 'Final Outcome', 'position_meaning': 'The final outcome of the case.'}]"
47,LINE SPREAD (5 CARDS),line (5 cards),5,"specific guidance, fortune telling, divination, focused reading, moderate spread, detailed insight, prediction, guidance, insight, clarity","This simple spread uses only five cards to represent the past, present and future of your question.","[{'position_num': 1, 'position_name': 'Distant Past', 'position_meaning': 'This position represents the distant past.'}, {'position_num': 2, 'position_name': 'Recent Past', 'position_meaning': 'This position represents the recent past.'}, {'position_num': 3, 'position_name': 'Present', 'position_meaning': 'This position represents the present.'}, {'position_num': 4, 'position_name': 'Near Future', 'position_meaning': 'This position represents the near future.'}, {'position_num': 5, 'position_name': 'Distant Future', 'position_meaning': 'This position represents the distant future.'}]"
48,MAGICAL LOVE SPREAD (7 CARDS),magical love (7 cards),7,"specific guidance, romance, fortune telling, emotional connection, divination, focused reading, relationship, moderate spread, passion, attraction, detailed insight, prediction",This is a great spread for questions of the heart in relationships or future love affairs.,"[{'position_num': 1, 'position_name': 'True Love', 'position_meaning': 'This card tells you if you will ever find true love.'}, {'position_num': 2, 'position_name': 'Safety and Security', 'position_meaning': 'This card tells if you will feel safe and secure with this person.'}, {'position_num': 3, 'position_name': 'Marriage Potential', 'position_meaning': 'This card tells if marriage is a potential for you.'}, {'position_num': 4, 'position_name': 'Comparison to Past Lovers', 'position_meaning': 'This card tells you if this new love will be similar to your past lovers.'}, {'position_num': 5, 'position_name': 'Commitment Possibility', 'position_meaning': 'This card tells you if commitment will be possible with this new love.'}, {'position_num': 6, 'position_name': 'Lasting Magic', 'position_meaning': 'This card tells if the magic will last between you.'}, {'position_num': 7, 'position_name': 'Integration into Your Life', 'position_meaning': 'This card tells you what you can do to make this person part of your life.'}]"
49,MONEY SPREAD (8 CARDS),money (8 cards),8,"abundance, comprehensive reading, fortune telling, divination, in-depth guidance, detailed analysis, prosperity, complex spread, prediction, financial security, wealth, finances",This spread is great for discovering or asking questions concerning money or financial matters.,"[{'position_num': 1, 'position_name': 'Money Concerns', 'position_meaning': 'This card pertains to concerns regarding money.'}, {'position_num': 2, 'position_name': 'Financial Security Desire', 'position_meaning': 'This card represents the desire for financial security now.'}, {'position_num': 3, 'position_name': 'Manifestation', 'position_meaning': 'This card shows how you can manifest money to make you happy.'}, {'position_num': 4, 'position_name': 'Past Money Attitudes', 'position_meaning': 'This card shows past attitudes regarding money.'}, {'position_num': 5, 'position_name': 'Financial Responsibility', 'position_meaning': 'This card deals with issues regarding responsibility for financial well-being.'}, {'position_num': 6, 'position_name': 'Financial Plans', 'position_meaning': 'This card shows the new plans for financial investments or savings.'}, {'position_num': 7, 'position_name': 'Future Plans', 'position_meaning': 'This card tells what future plans you are contemplating regarding money.'}, {'position_num': 8, 'position_name': 'Money-Making Abilities', 'position_meaning': 'This card shows what special abilities you do have for making money.'}]"
50,ROMANTIC ATTRACTION SPREAD (10 CARDS),romantic attraction (10 cards),10,"romance, ending, comprehensive reading, result, fortune telling, emotional connection, divination, in-depth guidance, detailed analysis, prosperity, complex spread, prediction, relationship, passion, attraction",This is a great spread for questions of the heart pertaining to your love life and concerns of one you are attracted to.,"[{'position_num': 1, 'position_name': 'Attraction', 'position_meaning': 'This card tells what the attraction is.'}, {'position_num': 2, 'position_name': 'Loving Person', 'position_meaning': 'This card tells if this is a loving person.'}, {'position_num': 3, 'position_name': 'Fun Together', 'position_meaning': 'This card tells if you can have fun together.'}, {'position_num': 4, 'position_name': 'Working Together', 'position_meaning': 'This card tells if you can work together and support each other.'}, {'position_num': 5, 'position_name': 'Sexual Compatibility', 'position_meaning': 'This card tells if there will be sexual compatibility.'}, {'position_num': 6, 'position_name': 'Family Compatibility', 'position_meaning': 'This card tells if your families will get along.'}, {'position_num': 7, 'position_name': 'Religious Differences', 'position_meaning': 'This card tells if there are religious differences.'}, {'position_num': 8, 'position_name': 'Power & Money Issues', 'position_meaning': 'This card tells if you will have problems with power and money.'}, {'position_num': 9, 'position_name': 'Long-Term Potential', 'position_meaning': 'This card tells if this will be a long-term relationship.'}, {'position_num': 10, 'position_name': 'Final Outcome', 'position_meaning': 'This card tells what the final outcome will be.'}]"
51,SOUL DREAMERS (7 CARDS),soul dreamers (7 cards),7,"specific guidance, ending, result, fortune telling, divination, focused reading, moderate spread, detailed insight, prediction, conclusion",This layout is best used to help you understand the meaning or message of a dream that you may have had.                                                                      |,"[{'position_num': 1, 'position_name': 'Dream Key', 'position_meaning': 'This card is the key, and represents the dream situation or your feelings about the dream.'}, {'position_num': 2, 'position_name': 'Dream Situation', 'position_meaning': 'This card tells something about the dream’s events, such as when, where, how and why.'}, {'position_num': 3, 'position_name': 'Inner Energy', 'position_meaning': 'This card represents the energy within, the primary energy of the dream.'}, {'position_num': 4, 'position_name': 'Conscious Meaning', 'position_meaning': 'What the dream means to you in the ‘walking life.’'}, {'position_num': 5, 'position_name': 'Subconscious Meaning', 'position_meaning': 'What the dream means to you on the inner psychic level.'}, {'position_num': 6, 'position_name': 'Serpent Energy', 'position_meaning': 'When energy is needed to cause the dream to manifest physically, or to solve the dream’s dilemma.'}, {'position_num': 7, 'position_name': 'Outcome', 'position_meaning': 'How the dream will manifest and its effect.'}]"
52,TIRUNE SPREAD (3 CARDS),tirune (3 cards),3,"essential guidance, fortune telling, divination, simple spread, prediction, quick reading, basic insight, guidance, insight, clarity",This simple spread spread to give answers to current situations at the present time. Uses 3 cards. It is recommended to use only the Major Arcana.,"[{'position_num': 1, 'position_name': 'Cause', 'position_meaning': 'This card represents the cause, dynamic, impulse, guiding idea, or motive behind a situation or event.'}, {'position_num': 2, 'position_name': 'Emotional/Social Effect', 'position_meaning': 'This card represents its effect at the emotional, social, or relationship level.'}, {'position_num': 3, 'position_name': 'Physical Manifestation', 'position_meaning': 'This card represents its effect at the physical level of manifestation—in the body or the concrete, tangible world.'}]"
53,RELEASE & RETAIN (2 cards),release & retain (2 cards),2,"essential guidance, fortune telling, divination, simple spread, prediction, quick reading, basic insight, guidance, insight, clarity",,"[{'position_num': 1, 'position_name': 'Release', 'position_meaning': 'What is ready to leave your life or has been taking up too much of your attention and energy?'}, {'position_num': 2, 'position_name': 'Retain', 'position_meaning': 'What is necessary to keep for continual growth?'}]"
54,Asset & Hindrance (2 cards),asset & hindrance (2 cards),2,"essential guidance, fortune telling, divination, simple spread, prediction, quick reading, basic insight, guidance, insight, clarity",,"[{'position_num': 1, 'position_name': 'Asset', 'position_meaning': 'A natural gift or ability you possess'}, {'position_num': 2, 'position_name': 'Hindrance', 'position_meaning': 'Something that may be blocking your gift from manifesting'}]"
55,Advice from the Univers (3 cards),advice from univers (3 cards),3,"essential guidance, ending, result, fortune telling, divination, simple spread, prediction, quick reading, basic insight, conclusion",,"[{'position_num': 1, 'position_name': 'What You Need to Know', 'position_meaning': 'Something significant to focus on about the situation or topic in mind, or your life in general'}, {'position_num': 2, 'position_name': 'A New Perspective', 'position_meaning': 'What you may not be able to see, allowing you to expand the possible ways to shift this situation'}, {'position_num': 3, 'position_name': 'Action to Take', 'position_meaning': 'An actionable step to take toward a favorable outcome'}]"
56,"Past, Present & Future (3 cards)","past, present & future (3 cards)",3,"essential guidance, ending, result, fortune telling, divination, simple spread, prediction, quick reading, basic insight, conclusion",,"[{'position_num': 1, 'position_name': 'Past', 'position_meaning': 'The energy that is behind you now'}, {'position_num': 2, 'position_name': 'Present', 'position_meaning': 'The energy of your current situation'}, {'position_num': 3, 'position_name': 'Future', 'position_meaning': 'Possible outcome or influence ahead of you'}]"
57,"Mind, Body & Spirit (3 cards)","mind, body & spirit (3 cards)",3,"essential guidance, fortune telling, divination, simple spread, prediction, quick reading, basic insight, guidance, insight, clarity",,"[{'position_num': 1, 'position_name': 'Mind', 'position_meaning': 'Rational thought as well as the need for safety and certainty'}, {'position_num': 2, 'position_name': 'Body', 'position_meaning': 'What is in your heart, the emotional intuitive information you feel in your physical body'}, {'position_num': 3, 'position_name': 'Spirit', 'position_meaning': 'Your connection to the ethereal realm, the universe, and the divine'}]"
58,Your Existing Relationship (5 cards),your existing relationship (5 cards),5,"specific guidance, romance, partnership, fortune telling, divination, romantic feelings, relationship dynamics, compatibility, focused reading, relationship advice, moderate spread, detailed insight, prediction, love reading",,"[{'position_num': 1, 'position_name': 'ME', 'position_meaning': 'Your energy in the relationship'}, {'position_num': 2, 'position_name': 'THEM', 'position_meaning': 'Your partner’s energy in the relationship'}, {'position_num': 3, 'position_name': 'THE BRIDGE', 'position_meaning': 'What connects the two of you, for better or worse'}, {'position_num': 4, 'position_name': 'HIGHEST POTENTIAL', 'position_meaning': 'The strongest aspect of the relationship, or an area that needs to be nurtured and strengthened'}, {'position_num': 5, 'position_name': 'LOWEST POTENTIAL', 'position_meaning': 'The weak spot in the relationship, or an area that needs work'}]"
59,Your Potential Relationship (5 cards),your potential relationship (5 cards),5,"specific guidance, romance, partnership, fortune telling, divination, romantic feelings, relationship dynamics, compatibility, focused reading, relationship advice, relationship, moderate spread, attraction, detailed insight, prediction",,"[{'position_num': 1, 'position_name': 'ME', 'position_meaning': 'Your current relationship energy, or the energy you are emitting around love and relationships'}, {'position_num': 2, 'position_name': 'WHAT LOVE ASKS OF ME', 'position_meaning': 'What is needed to align with the relationship you are seeking'}, {'position_num': 3, 'position_name': 'MESSAGE FROM THE UNIVERSE', 'position_meaning': 'Key information from the universe, spirit guides, higher self, or divine regarding the potential relationship'}, {'position_num': 4, 'position_name': 'ACTION TO TAKE', 'position_meaning': 'An action step you can take to align with the potential relationship'}, {'position_num': 5, 'position_name': 'WHAT TO RELEASE', 'position_meaning': 'Something you must release to create room for the relationship to form'}]"
60,Law of Attraction (5 cards),law of attraction (5 cards),5,"specific guidance, ending, result, fortune telling, divination, focused reading, moderate spread, detailed insight, prediction, conclusion",,"[{'position_num': 1, 'position_name': 'SIGNIFICATOR CARD', 'position_meaning': 'Choose a card based on your desired manifestation'}, {'position_num': 2, 'position_name': 'YOUR CURRENT ENERGY', 'position_meaning': 'Your current vibrational energy in relation to what you want'}, {'position_num': 3, 'position_name': 'THE ENERGY YOU NEED', 'position_meaning': 'The vibrational match needed to achieve your desires'}, {'position_num': 4, 'position_name': 'HOW TO GET INTO ALIGNMENT', 'position_meaning': 'The internal or external action needed to shift your energy to match your desire'}, {'position_num': 5, 'position_name': 'LETTING GO OF THE HOW', 'position_meaning': 'What you must do to release control of the outcome by staying open to the unlimited number of ways your desire can manifest'}]"
61,Making a Decision (6 cards),making a decision (6 cards),6,"decision making, judgment, specific guidance, fortune telling, consequences, options, divination, detailed insight, choices options, crossroads, focused reading, moderate spread, alternatives, choice, pros cons",,"[{'position_num': 1, 'position_name': 'OPTION 1', 'position_meaning': 'One of the choices within a decision that needs to be made'}, {'position_num': 2, 'position_name': 'OPTION 2', 'position_meaning': 'The other option, which could include the choice to take no action'}, {'position_num': 3, 'position_name': 'OPTION 1 ENERGY', 'position_meaning': 'The energy surrounding the first option'}, {'position_num': 4, 'position_name': 'OPTION 2 ENERGY', 'position_meaning': 'The energy surrounding the second option'}, {'position_num': 5, 'position_name': 'FEARS', 'position_meaning': 'Your fears surrounding change'}, {'position_num': 6, 'position_name': 'BLESSINGS', 'position_meaning': 'The blessings that come from making the decision'}]"
62,The Celtic Cross (10 cards),celtic cross (10 cards),10,"complex, obstacles challenges, detailed analysis, comprehensive, past influences, conclusion, traditional spread, traditional, complex spread, complex situation, ending, result, fortune telling, in-depth guidance, current influences",,"[{'position_num': 1, 'position_name': 'Current Situation', 'position_meaning': 'The energy surrounding your current situation.'}, {'position_num': 2, 'position_name': 'Opposing Energy', 'position_meaning': 'The energy that opposes or blocks your situation.'}, {'position_num': 3, 'position_name': 'What Lies Beneath', 'position_meaning': 'Unconscious forces that affect your situation.'}, {'position_num': 4, 'position_name': 'What Is Above', 'position_meaning': 'What you are consciously aware of regarding your situation.'}, {'position_num': 5, 'position_name': 'What Is Behind You', 'position_meaning': 'Past events that affect your situation.'}, {'position_num': 6, 'position_name': 'What Is Before You', 'position_meaning': 'Potential events you may encounter or future developments.'}, {'position_num': 7, 'position_name': 'Your Feelings', 'position_meaning': 'Your emotions or personal feelings related to the situation.'}, {'position_num': 8, 'position_name': ""Other People's Feelings"", 'position_meaning': 'How other people involved feel or influence the situation.'}, {'position_num': 9, 'position_name': 'Your Hopes or Fears', 'position_meaning': 'Your hopes and/or fears regarding the situation.'}, {'position_num': 10, 'position_name': 'Potential Outcome', 'position_meaning': 'The likely resolution or outcome if the current energies continue.'}]"
63,Know yourself,know yourself,3,"essential guidance, fortune telling, divination, simple spread, prediction, quick reading, basic insight, guidance, insight, clarity","Use this layout no more than once every eight weeks, when you have the feeling that you have taken another step in self-knowledge.","[{'position_num': 1, 'position_name': 'Who am I?', 'position_meaning': 'Your current self-concept, identity, or core essence'}, {'position_num': 2, 'position_name': 'What do I need?', 'position_meaning': 'The inner or external resource, lesson, or experience you need now'}, {'position_num': 3, 'position_name': 'How will I get it?', 'position_meaning': 'The path, action, or opportunity that can bring you what you need'}]"
64,Reaching the Goal,reaching goal,4,"specific guidance, fortune telling, divination, focused reading, moderate spread, detailed insight, prediction, guidance, insight, clarity",1. My goal 2. What qualities can I use to achieve my goal? 3. What am I doing that prevents me from reaching my goal? 4. How do I reach my goal?,"[{'position_num': 1, 'position_name': 'My goal', 'position_meaning': 'The focus of your ambition or desire'}, {'position_num': 2, 'position_name': 'Qualities to use', 'position_meaning': 'Strengths, talents, or resources that will help you succeed'}, {'position_num': 3, 'position_name': 'What blocks me', 'position_meaning': 'Internal habits, fears, or external obstacles holding you back'}, {'position_num': 4, 'position_name': 'How to reach my goal', 'position_meaning': 'Advice, strategy, or next step to overcome challenges and succeed'}]"
65,The Celtic Cross,celtic cross,11,"complex, obstacles challenges, detailed analysis, comprehensive, past influences, conclusion, traditional spread, traditional, complex spread, complex situation, ending, result, fortune telling, in-depth guidance, current influences",1. Myself 2. What my self releases in me 3. What makes me happy 4. What frightens me 5. What slips away from me 6. What I can still hold on to 7. What I am 8. What I am capable of doing 9. What I want 10. What I can finally achieve 11. Where it will lead me,"[{'position_num': 1, 'position_name': 'Myself', 'position_meaning': 'Your current self-image, identity, or personal energy'}, {'position_num': 2, 'position_name': 'What my self releases in me', 'position_meaning': 'What emerges or is triggered within you at this stage'}, {'position_num': 3, 'position_name': 'What makes me happy', 'position_meaning': 'Sources of joy, contentment, or emotional fulfillment'}, {'position_num': 4, 'position_name': 'What frightens me', 'position_meaning': 'Fears, anxieties, or emotional blocks'}, {'position_num': 5, 'position_name': 'What slips away from me', 'position_meaning': 'Aspects that are fading or being left behind'}, {'position_num': 6, 'position_name': 'What I can still hold on to', 'position_meaning': 'Strengths, values, or stability to retain'}, {'position_num': 7, 'position_name': 'What I am', 'position_meaning': 'Your true nature or essence at this moment'}, {'position_num': 8, 'position_name': 'What I am capable of doing', 'position_meaning': 'Talents, potential, and hidden abilities'}, {'position_num': 9, 'position_name': 'What I want', 'position_meaning': 'Desires, goals, and aspirations'}, {'position_num': 10, 'position_name': 'What I can finally achieve', 'position_meaning': 'Potential realizations, achievements, or outcomes'}, {'position_num': 11, 'position_name': 'Where it will lead me', 'position_meaning': 'The ultimate path, future direction, or life journey'}]"
66,The Druid's Cross,druid's cross,10,"ending, comprehensive reading, result, fortune telling, divination, in-depth guidance, detailed analysis, complex spread, prediction, conclusion","0. The matter under consideration This card is drawn either from an open deck or from a covered deck, and it is placed under the first card. 1. What I would like 2. What I do 3. What I reject 4. What I can't get 5. My ideal 6. What I will receive 7. How I present myself 8. How people react to me 9. My hopes and fears 10. How it will end — or continue","[{'position_num': 1, 'position_name': 'What I would like', 'position_meaning': 'Your conscious desire or goal'}, {'position_num': 2, 'position_name': 'What I do', 'position_meaning': 'Your current actions or behavior'}, {'position_num': 3, 'position_name': 'What I reject', 'position_meaning': 'What you are pushing away or refusing'}, {'position_num': 4, 'position_name': ""What I can't get"", 'position_meaning': 'What feels out of reach or is unattainable'}, {'position_num': 5, 'position_name': 'My ideal', 'position_meaning': 'Your idealized vision or best possible scenario'}, {'position_num': 6, 'position_name': 'What I will receive', 'position_meaning': 'The likely result or what is actually coming'}, {'position_num': 7, 'position_name': 'How I present myself', 'position_meaning': 'The image or persona you show to others'}, {'position_num': 8, 'position_name': 'How people react to me', 'position_meaning': 'How others perceive or respond to you'}, {'position_num': 9, 'position_name': 'My hopes and fears', 'position_meaning': 'Internal expectations, anxieties, or wishes'}, {'position_num': 10, 'position_name': 'How it will end (or continue)', 'position_meaning': 'The final outcome or direction of this matter'}]"
67,Interpretationvof Dreams,interpretationvof dreams,5,"specific guidance, fortune telling, divination, focused reading, moderate spread, detailed insight, prediction, guidance, insight, clarity",1. My Dream Consciously choose this card from an open Tarot deck. It will be connected with your dream.,"[{'position_num': 1, 'position_name': 'My Dream', 'position_meaning': 'The dream content itself (this card is consciously selected)'}, {'position_num': 2, 'position_name': 'Past event connection', 'position_meaning': 'What past event or experience the dream is connected to'}, {'position_num': 3, 'position_name': 'Theme of the dream', 'position_meaning': 'The central idea, pattern, or emotional thread within the dream'}, {'position_num': 4, 'position_name': 'Message of the dream', 'position_meaning': 'The insight, warning, or wisdom being communicated'}, {'position_num': 5, 'position_name': 'How to respond to the message', 'position_meaning': 'Practical guidance or steps for integrating the dream’s meaning'}]"
